esperanto,kanji,priority,source_root,source_line
oblat,饼ᴼ,0,oblat,4176
pic,饼ᴾ,0,pic,4174
vafl,饼ⱽ,0,vafl,4175
muze,馆ᴹ,0,muze,3183
pavilon,馆ᴾ,0,pavilon,3184
arki,首ᴬ,0,arki,251
steven,首柱,0,steven,7275
kancelier,首相,0,kancelier,7605
arom,香ᴬ,0,arom,3634
incens,香ᴵ,0,incens,3636
mosk,香ᴹ,0,mosk,3635
parfum,香ᴾ,0,parfum,3633
vanil,香兰,0,vanil,6382
cedrat,香柑,0,cedrat,6073
mirt,香桃,0,mirt,6283
ladan,香脂,0,ladan,6510
petrosel,香芹,0,petrosel,6675
citronel,香茅,0,citronel,7663
lavend,香草,0,lavend,6808
koriandr,香菜,0,koriandr,7524
onagr,马ᴼ,0,onagr,1775
karaben,马枪,0,karaben,7050
stal,马棚,0,stal,3781
polo,马球,0,polo,7264
fiakr,马车,0,fiakr,6666
maneĝ,驯马,0,maneg^,7419
rangifer,驯鹿,0,rangifer,7014
ekzorc,驱魔,0,ekzorc,6310
barĝ,驳ᴮ,0,barg^,4658
rezident,驻官,0,rezident,7030
alk,驼鹿,0,alk,7216
stir,驾ˢ,0,stir,4071
koĉer,驾ᴷ,0,koc^er,4072
eksperiment,验ᴱ,0,eksperiment,1761
kavaleri,骑ᴷ,0,kavaleri,3294
bluf,骗ᴮ,0,bluf,3061
mistifik,骗ᴹ,0,mistifik,3059
fripon,骗ᶠ,0,fripon,3058
skelet,骨ˢ,0,skelet,2923
domen,骨牌,0,domen,7510
epifiz,骨端,0,epifiz,7643
hips,高ᴴ,0,hips,705
uzur,高利,0,uzur,5969
buljon,高汤,0,buljon,6605
orgasm,高潮,0,orgasm,6786
sorg,高粱,0,sorg,5314
fascin,魅ᶠ,0,fascin,3100
diabl,魔ᴰ,0,diabl,3810
magi,魔ᴹ,0,magi,3809
amorfofal,魔芋,0,amorfofal,6460
sole,鱼ˢ,0,sole,1438
angil,鱼ᴬ,0,angil,1432
bram,鱼ᴮ,0,bram,1436
diodont,鱼ᴰ,0,diodont,1487
ezok,鱼ᴱ,0,ezok,1430
gobi,鱼ᴳ,0,gobi,1431
haring,鱼ᴴ,0,haring,1433
idus,鱼ᴵ,0,idus,1457
klupe,鱼ᴷ,0,klupe,1444
labr,鱼ᴸ,0,labr,1454
moru,鱼ᴹ,0,moru,1440
naŭkrat,鱼ᴺ,0,nau^krat,1492
osmer,鱼ᴼ,0,osmer,1468
perk,鱼ᴾ,0,perk,1437
raj,鱼ᴿ,0,raj,1435
tinus,鱼ᵀ,0,tinus,1441
umbr,鱼ᵁ,0,umbr,1452
cepol,鱼ᶜ,0,cepol,1466
zeŭs,鱼ᶻ,0,zeu^s,1455
fraj,鱼卵,0,fraj,5851
alvus,鱼苗,0,alvus,7520
tenar,鱼际,0,tenar,7480
torped,鱼雷,0,torped,5835
iktiosaŭr,鱼龙,0,iktiosau^r,6967
ciprin,鲤ᶜ,0,ciprin,5223
ŝagrin,鲨皮,0,s^agrin,6475
cetac,鲸ᶜ,0,cetac,4171
bart,鲸须,0,bart,7491
avokad,鳄梨,0,avokad,6752
skolop,鸟ˢ,0,skolop,967
arde,鸟ᴬ,0,arde,963
did,鸟ᴰ,0,did,980
elani,鸟ᴱ,0,elani,1002
galbul,鸟ᴳ,0,galbul,973
hipola,鸟ᴴ,0,hipola,1022
jing,鸟ᴶ,0,jing,985
kivi,鸟ᴷ,0,kivi,965
lani,鸟ᴸ,0,lani,988
majn,鸟ᴹ,0,majn,964
nandu,鸟ᴺ,0,nandu,1008
ornit,鸟ᴼ,0,ornit,966
paru,鸟ᴾ,0,paru,970
rubetr,鸟ᴿ,0,rubetr,1031
turd,鸟ᵀ,0,turd,968
upup,鸟ᵁ,0,upup,969
cikoni,鸟ᶜ,0,cikoni,962
fitis,鸟ᶠ,0,fitis,1003
galin,鸡ᴳ,0,galin,2515
blek,鸣ᴮ,0,blek,4539
hup,鸣ᴴ,0,hup,4541
kvivit,鸣ᴷ,0,kvivit,4543
pep,鸣ᴾ,0,pep,4540
lar,鸥ᴸ,0,lar,4608
opi,鸦片,0,opi,5795
strut,鸵鸟,0,strut,5327
livi,鸽ᴸ,0,livi,5121
turt,鸽ᵀ,0,turt,5120
amanit,鹅膏,0,amanit,7298
kazuar,鹤鸵,0,kazuar,7607
naŭtil,鹦螺,0,nau^til,7283
psitak,鹦鹉,0,psitak,6796
akcipitr,鹰ᴬ,0,akcipitr,5457
bute,鹰ᴮ,0,bute,5456
niz,鹰ᴺ,0,niz,5455
dama,鹿ᴰ,0,dama,4556
kapreol,鹿ᴷ,0,kapreol,4557
tragol,鹿ᵀ,0,tragol,4558
ŝam,鹿皮,0,s^am,7319
elim,麦ᴱ,0,elim,3793
horde,麦ᴴ,0,horde,3792
fagopir,麦ᶠ,0,fagopir,3794
malt,麦芽,0,malt,5425
kvik,麦草,0,kvik,7155
ergot,麦角,0,ergot,5758
narkot,麻ᴺ,0,narkot,5812
ricin,麻ᴿ,0,ricin,5813
lepr,麻风,0,lepr,6601
buks,黄杨,0,buks,6665
buter,黄油,0,buter,1932
ksantom,黄瘤,0,ksantom,7143
fav,黄癣,0,fav,6028
mile,黄米,0,mile,6712
zodiak,黄道,0,zodiak,5966
latun,黄铜,0,latun,5242
jut,黄麻,0,jut,7258
melan,黑ᴹ,0,melan,1180
ĵargon,黑话,0,j^argon,6551
sekal,黑麦,0,sekal,5308
aplaŭd,鼓ᴬ,0,aplaŭd,4490
timpan,鼓室,0,timpan,6067
miring,鼓膜,0,miring,6571
sorik,鼠ˢ,0,sorik,4268
aguti,鼠ᴬ,0,aguti,4272
didelf,鼠ᴰ,0,didelf,4269
ermen,鼠ᴱ,0,ermen,4262
hidroker,鼠ᴴ,0,hidroker,4278
kavi,鼠ᴷ,0,kavi,4270
lagostom,鼠ᴸ,0,lagostom,4279
ondatr,鼠ᴼ,0,ondatr,4275
putor,鼠ᴾ,0,putor,4266
rat,鼠ᴿ,0,rat,4260
tuku,鼠ᵀ,0,tuku,4271
zibel,鼠ᶻ,0,zibel,4265
vizon,鼠ⱽ,0,vizon,4263
rin,鼻ᴿ,0,rin,1607
dentin,齿质,0,dentin,7010
scink,龙ˢ,0,scink,5586
agam,龙ᴬ,0,agam,5585
eŭripterigi,龙ᴱ,0,eu^ripterigi,5597
igvan,龙ᴵ,0,igvan,5584
molok,龙ᴹ,0,molok,5587
pleziosaŭr,龙ᴾ,0,pleziosau^r,5595
ramforink,龙ᴿ,0,ramforink,5592
triceratop,龙ᵀ,0,triceratop,5596
varan,龙ⱽ,0,varan,5583
tromb,龙卷,0,tromb,5850
gencian,龙胆,0,gencian,7023
omar,龙虾,0,omar,7693
ambr,龙香,0,ambr,7239
kil,龙骨,0,kil,5949
emid,龟ᴱ,0,emid,4817
keloni,龟ᴷ,0,keloni,4816
unu,一,0,unu,149
sep,七,0,sep,155
miria,万,0,miria,6170
tri,三,0,tri,141
sur,上,0,sur,92
sub,下,0,sub,80
ne,不,0,ne,656
skandal,丑,0,skandal,4680
fak,专,0,fak,2782
propil,丙,0,propil,6966
industri,业,0,industri,2842
tuf,丛,0,tuf,5338
orient,东,0,orient,2920
silk,丝,0,silk,2778
ambaŭ,两,0,ambaŭ,607
sever,严,0,sever,2621
funebr,丧,0,funebr,4005
individu,个,0,individu,5074
mez,中,0,mez,1602
abund,丰,0,abund,3646
grapol,串,0,grapol,5756
pilol,丸,0,pilol,4638
por,为,0,por,64
mastr,主,0,mastr,1731
lev,举,0,lev,806
justic,义,0,justic,5646
ebon,乌,0,ebon,5721
muzik,乐,0,muzik,1856
vetur,乘,0,vetur,923
etil,乙,0,etil,7393
naŭ,九,0,naŭ,132
ankaŭ,也,0,ankaŭ,608
kutim,习,0,kutim,1818
rur,乡,0,rur,6767
libr,书,0,libr,905
aĉet,买,0,aĉet,945
konfuz,乱,0,konfuz,4206
lakt,乳,0,lakt,1585
disput,争,0,disput,3962
ke,事,0,ke,643
du,二,0,du,148
pri,于,0,pri,47
nub,云,0,nub,1612
reciprok,互,0,reciprok,3440
kvin,五,0,kvin,153
put,井,0,put,3768
hipo,亚,0,hipo,5373
kelk,些,0,kelk,769
pere,亡,0,pere,4732
trafik,交,0,trafik,3559
produkt,产,0,produkt,1905
ĝu,享,0,ĝu,3178
hel,亮,0,hel,1401
kar,亲,0,kar,1552
hom,人,0,hom,668
human,仁,0,human,5068
nur,仅,0,nur,665
venĝ,仇,0,venĝ,4840
hodiaŭ,今,0,hodiaŭ,629
makler,介,0,makler,6101
de,从,0,de,102
magazen,仓,0,magazen,3237
li,他,0,li,649
pag,付,0,pag,1186
anstataŭ,代,0,anstataŭ,103
ordon,令,0,ordon,1836
per,以,0,per,58
rit,仪,0,rit,6008
supin,仰,0,supin,6186
kondiĉ,件,0,kondiĉ,2866
prez,价,0,prez,2968
kapric,任,0,kapric,604
da,份,0,da,115
imit,仿,0,imit,2838
embusk,伏,0,embusk,5815
ripoz,休,0,ripoz,1628
popular,众,0,popular,4749
avantaĝ,优,0,avantaĝ,4904
kongres,会,0,kongres,3210
ombrel,伞,0,ombrel,4296
komunik,传,0,komunik,3202
vund,伤,0,vund,3072
etik,伦,0,etik,4347
fals,伪,0,fals,2783
stim,估,0,stim,6810
koleg,伴,0,koleg,2682
etend,伸,0,etend,3144
simil,似,0,simil,1722
sed,但,0,sed,676
situ,位,0,situ,4307
bas,低,0,bas,5780
loĝ,住,0,loĝ,809
kondiment,佐,0,kondiment,6684
korp,体,0,korp,1575
rest,余,0,rest,700
budh,佛,0,budh,4183
verk,作,0,verk,1726
vi,你,0,vi,687
admir,佩,0,admir,3374
ig,使,0,ig,166
nev,侄,0,nev,2912
ekzempl,例,0,ekzempl,1806
kelner,侍,0,kelner,3713
ofert,供,0,ofert,3755
skolt,侦,0,skolt,5768
flank,侧,0,flank,732
ofend,侮,0,ofend,4030
princ,侯,0,princ,4751
invad,侵,0,invad,6125
oportun,便,0,oportun,3265
akcel,促,0,akcel,3885
dand,俏,0,dand,5021
mor,俗,0,mor,3246
asekur,保,0,asekur,3911
kred,信,0,kred,786
ripar,修,0,ripar,2997
pron,俯,0,pron,6109
obl,倍,0,obl,176
kusp,倒,0,kusp,5982
kandidat,候,0,kandidat,5105
prunt,借,0,prunt,1907
langvor,倦,0,langvor,6795
ind,值,0,ind,224
em,倾,0,em,182
feri,假,0,feri,3159
devi,偏,0,devi,5638
far,做,0,far,727
halt,停,0,halt,1776
san,健,0,san,1633
par,偶,0,par,1750
ŝtel,偷,0,ŝtel,2631
kvit,偿,0,kvit,5937
rezerv,储,0,rezerv,2697
kataliz,催,0,kataliz,5980
arog,傲,0,arog,4159
ŝajn,像,0,ŝajn,891
monaĥ,僧,0,monah^,5514
fil,儿,0,fil,1093
vokal,元,0,vokal,4510
frat,兄,0,frat,1099
bilion,兆,0,bilion,5402
aprior,先,0,aprior,6806
lum,光,0,lum,1157
gram,克,0,gram,5048
imun,免,0,imun,5071
spez,兑,0,spez,3037
lepor,兔,0,lepor,3736
parti,党,0,parti,3758
integr,全,0,integr,4202
ok,八,0,ok,146
publik,公,0,publik,1757
ses,六,0,ses,143
orkid,兰,0,orkid,6244
kun,共,0,kun,99
rilat,关,0,rilat,2995
soldat,兵,0,soldat,3031
il,具,0,il,186
klasik,典,0,klasik,3525
nutr,养,0,nutr,3261
best,兽,0,best,1333
en,内,0,en,110
kajer,册,0,kajer,2851
re,再,0,re,268
aventur,冒,0,aventur,3648
redund,冗,0,redund,7225
arme,军,0,arme,3083
agr,农,0,agr,5450
kron,冠,0,kron,4185
vintr,冬,0,vintr,1661
glaci,冰,0,glaci,1967
impuls,冲,0,impuls,4441
decid,决,0,decid,1673
situaci,况,0,situaci,3553
indiferent,冷,0,indiferent,4021
krio,冻,0,krio,6037
preciz,准,0,preciz,2957
minus,减,0,minus,692
kaze,凝,0,kaze,5547
preskaŭ,几,0,preskaŭ,674
feniks,凤,0,feniks,6985
triumf,凯,0,triumf,5620
benk,凳,0,benk,1922
ĝib,凸,0,ĝib,5171
konkav,凹,0,konkav,5543
el,出,0,el,48
traf,击,0,traf,2653
guĝ,凿,0,gug^,7207
sabr,刀,0,sabr,6003
ĉikan,刁,0,c^ikan,6698
kling,刃,0,kling,3505
on,分,0,on,198
tranĉ,切,0,tranĉ,1649
revu,刊,0,revu,3449
kriminal,刑,0,kriminal,5668
plan,划,0,plan,2703
vic,列,0,vic,3019
princip,则,0,princip,4753
ĵus,刚,0,ĵus,638
kre,创,0,kre,2525
debut,初,0,debut,6250
juĝ,判,0,juĝ,2504
rabot,刨,0,rabot,5655
favor,利,0,favor,3156
ali,别,0,ali,703
skrap,刮,0,skrap,3616
ating,到,0,ating,1671
reĝim,制,0,reĝim,4769
bros,刷,0,bros,3567
kupon,券,0,kupon,5134
brems,刹,0,brems,3942
pik,刺,0,pik,2934
moment,刻,0,moment,1828
raz,剃,0,raz,3769
frez,削,0,frez,6156
antaŭ,前,0,antaŭ,117
glav,剑,0,glav,5046
anatom,剖,0,anatom,6173
teatr,剧,0,teatr,3459
tond,剪,0,tond,2650
adverb,副,0,adverb,4517
serp,割,0,serp,6514
potenc,力,0,potenc,3281
admon,劝,0,admon,3873
ag,办,0,ag,1668
funkci,功,0,funkci,3418
plus,加,0,plus,698
serv,务,0,serv,1638
aĉ,劣,0,aĉ,156
mov,动,0,mov,827
help,助,0,help,755
pen,努,0,pen,1843
kaper,劫,0,kaper,5774
verv,劲,0,verv,6240
labor,劳,0,labor,793
potencial,势,0,potencial,5508
erekt,勃,0,erekt,5994
kuraĝ,勇,0,kuraĝ,1150
brid,勒,0,brid,4997
varb,募,0,varb,4504
diligent,勤,0,diligent,3110
kuler,勺,0,kuler,2533
pak,包,0,pak,2570
hast,匆,0,hast,5930
ponard,匕,0,ponard,5869
iz,化,0,iz,5357
nord,北,0,nord,2914
virtuoz,匠,0,virtuoz,6896
region,区,0,region,2592
kurac,医,0,kurac,2538
inkognit,匿,0,inkognit,6239
dek,十,0,dek,150
mil,千,0,mil,135
litr,升,0,litr,3227
hemi,半,0,hemi,5480
kooperativ,协,0,kooperativ,4473
fi,卑,0,fi,248
peon,卒,0,peon,6800
mono,单,0,mono,1100
vend,卖,0,vend,1659
sud,南,0,sud,3049
doktor,博,0,doktor,2771
okup,占,0,okup,1183
kart,卡,0,kart,7702
halogen,卤,0,halogen,6115
gvardi,卫,0,gvardi,5059
pres,印,0,pres,2961
danĝer,危,0,danĝer,1935
tuj,即,0,tuj,685
tamen,却,0,tamen,682
ov,卵,0,ov,2567
volv,卷,0,volv,1768
lord,卿,0,lord,6402
fabrik,厂,0,fabrik,3415
hal,厅,0,hal,3450
kalendar,历,0,kalendar,4041
prem,压,0,prem,1210
enu,厌,0,enu,3667
latrin,厕,0,latrin,7342
centi,厘,0,centi,5006
dik,厚,0,dik,1410
pra,原,0,pra,260
vagon,厢,0,vagon,1898
stab,参,0,stab,4655
fork,叉,0,fork,2798
amik,友,0,amik,708
ge,双,0,ge,276
mal,反,0,mal,270
lanĉ,发,0,lanĉ,4594
onkl,叔,0,onkl,1614
retrat,取,0,retrat,6833
it,受,0,it,1324
ŝanĝ,变,0,ŝanĝ,1238
ordin,叙,0,ordin,6596
ribel,叛,0,ribel,3858
buŝ,口,0,buŝ,1077
antikv,古,0,antikv,4151
fraz,句,0,fraz,3521
kri,叫,0,kri,1149
ebl,可,0,ebl,175
podi,台,0,podi,4640
histori,史,0,histori,1539
dekstr,右,0,dekstr,1082
foli,叶,0,foli,1956
numer,号,0,numer,2555
suspir,叹,0,suspir,7501
respektiv,各,0,respektiv,4660
kombin,合,0,kombin,4446
sam,同,0,sam,893
nom,名,0,nom,842
post,后,0,post,68
vom,吐,0,vom,4850
al,向,0,al,63
hu,吓,0,hu,7552
ĉu,吗,0,ĉu,619
sinjor,君,0,sinjor,904
avar,吝,0,avar,3562
glut,吞,0,glut,4009
boj,吠,0,boj,3936
negativ,否,0,negativ,4614
tun,吨,0,tun,4830
inkluziv,含,0,inkluziv,2679
aŭd,听,0,aŭd,954
inspir,启,0,inspir,5088
knar,吱,0,knar,6276
kverel,吵,0,kverel,4591
suĉ,吸,0,suĉ,4798
blov,吹,0,blov,2742
kis,吻,0,kis,2861
muĝ,吼,0,muĝ,5260
ego,吾,0,ego,5605
gap,呆,0,gap,6284
prezent,呈,0,prezent,1216
inform,告,0,inform,2843
naŭz,呕,0,naŭz,4286
membr,员,0,membr,157
drap,呢,0,drap,3813
semajn,周,0,semajn,1242
gust,味,0,gust,3179
ĝem,呻,0,ĝem,3691
vok,呼,0,vok,1662
sort,命,0,sort,3619
pac,和,0,pac,639
ĉant,咏,0,c^ant,5928
anatem,咒,0,anatem,7053
murmur,咕,0,murmur,3254
miaŭ,咪,0,miaŭ,4609
mord,咬,0,mord,3750
tus,咳,0,tus,3641
faring,咽,0,faring,6085
kondolenc,哀,0,kondolenc,4438
frand,品,0,frand,3680
sonor,响,0,sonor,2699
mut,哑,0,mut,3257
plor,哭,0,plor,1622
filozofi,哲,0,filozofi,4357
ronk,哼,0,ronk,4056
instig,唆,0,instig,4029
lip,唇,0,lip,2882
sol,唯,0,sol,1253
kant,唱,0,kant,1131
saliv,唾,0,saliv,5772
rod,啃,0,rod,6235
komerc,商,0,komerc,1561
ha,啊,0,ha,6246
krak,啪,0,krak,5417
grak,啼,0,grak,6841
ho,喂,0,ho,689
afabl,善,0,afabl,1773
gorĝ,喉,0,gorĝ,3692
astm,喘,0,astm,6739
ĝoj,喜,0,ĝoj,744
ŝpruc,喷,0,ŝpruc,4397
trop,喻,0,trop,5408
flar,嗅,0,flar,3993
zum,嗡,0,zum,4854
testament,嘱,0,testament,4493
mok,嘲,0,mok,2554
bek,嘴,0,bek,3566
hen,嘶,0,hen,6293
klarion,嘹,0,klarion,6575
hihi,嘻,0,hihi,7583
nu,嘿,0,nu,6721
uj,器,0,uj,213
bru,噪,0,bru,1798
hurl,嚎,0,hurl,6520
maĉ,嚼,0,maĉ,4242
vezik,囊,0,vezik,5348
kvar,四,0,kvar,133
eĥ,回,0,eĥ,4569
ĉar,因,0,ĉar,70
grup,团,0,grup,1686
stapl,囤,0,stapl,6131
ĝarden,园,0,ĝarden,1521
ĉirkaŭ,围,0,ĉirkaŭ,83
solid,固,0,solid,3508
land,国,0,land,794
map,图,0,map,3420
bed,圃,0,bed,5918
rond,圆,0,rond,1870
boben,圈,0,boben,5442
grund,土,0,grund,590
sankt,圣,0,sankt,3002
ant,在,0,ant,96
ter,地,0,ter,910
scen,场,0,scen,3276
adres,址,0,adres,1917
averaĝ,均,0,averag^,6620
veŝt,坎,0,veŝt,4131
sid,坐,0,sid,903
krater,坑,0,krater,6259
blok,块,0,blok,3511
firm,坚,0,firm,2791
forum,坛,0,forum,4362
kraŝ,坠,0,kras^,6814
dekliv,坡,0,dekliv,3654
perpendikular,垂,0,perpendikular,6629
monopol,垄,0,monopol,4610
tip,型,0,tip,3467
rempar,垒,0,rempar,7593
stak,垛,0,stak,6070
kusen,垫,0,kusen,3747
kastel,城,0,kastel,4197
sektor,域,0,sektor,6670
but,培,0,but,6518
baz,基,0,baz,3380
kuz,堂,0,kuz,2541
amas,堆,0,amas,1326
abort,堕,0,abort,5497
fuort,堡,0,fuort,7079
ĝet,堤,0,g^et,6442
ŝtop,堵,0,ŝtop,3326
plast,塑,0,plast,4745
tur,塔,0,tur,3357
kork,塞,0,kork,3829
plomb,填,0,plomb,5557
medi,境,0,medi,4604
tomb,墓,0,tomb,3353
ink,墨,0,ink,2414
sokl,墩,0,sokl,6114
mur,壁,0,mur,1174
kavalir,士,0,kavalir,5499
son,声,0,son,1254
ŝel,壳,0,ŝel,4062
pot,壶,0,pot,3595
lok,处,0,lok,810
pret,备,0,pret,1624
ripet,复,0,ripet,2601
somer,夏,0,somer,1643
krom,外,0,krom,86
mult,多,0,mult,834
nokt,夜,0,nokt,1611
sufiĉ,够,0,sufiĉ,1648
grand,大,0,grand,747
paradiz,天,0,paradiz,4162
tro,太,0,tro,684
edz,夫,0,edz,1087
centr,央,0,centr,3101
perd,失,0,perd,1197
kap,头,0,kap,766
fanfaron,夸,0,fanfaron,3984
kramp,夹,0,kramp,4478
strang,奇,0,strang,3039
streb,奋,0,streb,6539
koncert,奏,0,koncert,4205
premi,奖,0,premi,2960
jung,套,0,jung,5191
luks,奢,0,luks,3236
in,女,0,in,234
sklav,奴,0,sklav,4067
kokr,奸,0,kokr,5678
ŝi,她,0,ŝi,681
amator,好,0,amator,4373
kvazaŭ,如,0,kvazaŭ,648
dam,妃,0,dam,5631
tualet,妆,0,tualet,3638
ĵaluz,妒,0,ĵaluz,4033
prostitu,妓,0,prostitu,5642
ek,始,0,ek,274
deleg,委,0,deleg,3716
zingibr,姜,0,zingibr,6321
bo,姻,0,bo,267
gest,姿,0,gest,3816
impon,威,0,impon,4383
lind,娇,0,lind,6580
amuz,娱,0,amuz,1918
fianĉ,婚,0,fianĉ,3161
beb,婴,0,beb,3932
svat,媒,0,svat,5330
flat,媚,0,flat,5112
id,子,0,id,196
apertur,孔,0,apertur,4895
graved,孕,0,graved,5054
liter,字,0,liter,2885
ekzist,存,0,ekzist,1675
nep,孙,0,nep,2911
sezon,季,0,sezon,3022
orf,孤,0,orf,3852
lern,学,0,lern,799
kov,孵,0,kov,5608
seren,宁,0,seren,2580
ĝi,它,0,ĝi,627
kosm,宇,0,kosm,4498
gard,守,0,gard,1964
sekur,安,0,sekur,4792
perfekt,完,0,perfekt,3434
grandioz,宏,0,grandioz,5051
religi,宗,0,religi,2600
oficial,官,0,oficial,3427
fiks,定,0,fiks,1680
dec,宜,0,dec,3514
juvel,宝,0,juvel,4036
real,实,0,real,1942
dorlot,宠,0,dorlot,5024
revizi,审,0,revizi,4776
gast,客,0,gast,2805
anonc,宣,0,anonc,2719
ĉambr,室,0,ĉambr,714
konstituci,宪,0,konstituci,5122
palac,宫,0,palac,4299
noc,害,0,noc,5606
festen,宴,0,festen,3988
ist,家,0,ist,241
mien,容,0,mien,2900
larĝ,宽,0,larĝ,1589
akuzativ,宾,0,akuzativ,4141
pension,宿,0,pension,4636
visk,寄,0,visk,6827
dens,密,0,dens,2766
riĉ,富,0,riĉ,881
apartament,寓,0,apartament,3893
vidv,寡,0,vidv,4132
kontraŭ,对,0,kontraŭ,59
serĉ,寻,0,serĉ,1248
gvid,导,0,gvid,1565
kovert,封,0,kovert,2517
paf,射,0,paf,2583
ont,将,0,ont,616
leŭtenant,尉,0,leŭtenant,5247
estim,尊,0,estim,1952
et,小,0,et,179
ci,尔,0,ci,6026
pint,尖,0,pint,2947
polv,尘,0,polv,3594
kadavr,尸,0,kadavr,5440
uln,尺,0,uln,7675
klopod,尽,0,klopod,3528
vost,尾,0,vost,3644
urin,尿,0,urin,4500
furz,屁,0,furz,7345
etaĝ,层,0,etaĝ,3141
setl,居,0,setl,6506
fleksi,屈,0,fleksi,6046
dom,屋,0,dom,1084
kak,屎,0,kak,6585
ekran,屏,0,ekran,4570
klast,屑,0,klast,6247
evolu,展,0,evolu,3147
aparten,属,0,aparten,2723
buĉ,屠,0,buĉ,5003
mont,山,0,mont,1173
aĝ,岁,0,aĝ,1321
posten,岗,0,posten,4306
insul,岛,0,insul,2846
rok,岩,0,rok,3775
bord,岸,0,bord,1796
istm,峡,0,istm,6821
alp,峰,0,alp,5505
sublim,崇,0,sublim,5540
klif,崖,0,klif,7296
kolaps,崩,0,kolaps,6691
marketr,嵌,0,marketr,6418
kanton,州,0,kanton,6155
kroz,巡,0,kroz,5634
nest,巢,0,nest,3259
liv,左,0,liv,7488
lert,巧,0,lert,2548
eg,巨,0,eg,160
mag,巫,0,mag,7156
aberaci,差,0,aberaci,6104
si,己,0,si,677
jam,已,0,jam,636
tuk,巾,0,tuk,3063
valut,币,0,valut,4503
urb,市,0,urb,1278
tol,布,0,tol,3052
vel,帆,0,vel,4122
majstr,师,0,majstr,3738
tend,帐,0,tend,4105
kurten,帘,0,kurten,4234
imperi,帝,0,imperi,4016
zon,带,0,zon,3365
mat,席,0,mat,4699
drapir,帷,0,drapir,7042
oft,常,0,oft,2913
ĉapel,帽,0,ĉapel,1800
akt,幕,0,akt,4525
sek,干,0,sek,2618
eben,平,0,eben,2773
jar,年,0,jar,761
paralel,并,0,paralel,4629
feliĉ,幸,0,feliĉ,728
rev,幻,0,rev,3442
jun,幼,0,jun,762
fantom,幽,0,fantom,4350
vast,广,0,vast,2656
bien,庄,0,bien,3650
fest,庆,0,fest,1810
ŝirm,庇,0,ŝirm,3778
lit,床,0,lit,1156
ord,序,0,ord,1834
kaban,庐,0,kaban,5099
kas,库,0,kas,3382
dev,应,0,dev,720
fund,底,0,fund,1962
butik,店,0,butik,3390
templ,庙,0,templ,4492
rub,废,0,rub,4661
grad,度,0,grad,3176
ing,座,0,ing,228
bastard,庶,0,bastard,5948
koridor,廊,0,koridor,5124
profil,廓,0,profil,5747
prokrast,延,0,prokrast,4327
kuri,廷,0,kuri,6098
konstru,建,0,konstru,1143
ŝalt,开,0,ŝalt,4384
fremd,异,0,fremd,1512
rezign,弃,0,rezign,4046
manier,式,0,manier,2549
arĉ,弓,0,arc^,6876
cit,引,0,cit,3959
toni,张,0,toni,5722
kord,弦,0,kord,4216
ark,弧,0,ark,3910
fleks,弯,0,fleks,3417
febl,弱,0,febl,6256
bomb,弹,0,bomb,4179
fort,强,0,fort,741
atribu,归,0,atribu,6527
deĵor,当,0,deĵor,4560
registr,录,0,registr,2694
form,形,0,form,735
bunt,彩,0,bunt,6268
ombr,影,0,ombr,2561
servut,役,0,servut,5572
radikal,彻,0,radikal,5674
ir,往,0,ir,760
trotuar,径,0,trotuar,4113
ot,待,0,ot,952
tre,很,0,tre,683
leĝ,律,0,leĝ,2544
van,徒,0,van,3359
mikro,微,0,mikro,4619
virt,德,0,virt,4134
insign,徽,0,insign,5084
kor,心,0,kor,781
neces,必,0,neces,1176
toler,忍,0,toler,2924
ambici,志,0,ambici,4146
forges,忘,0,forges,1510
fidel,忠,0,fidel,2788
angor,忧,0,angor,6094
agrabl,快,0,agrabl,1322
ignor,忽,0,ignor,4714
sin,怀,0,sin,5310
stat,态,0,stat,1885
koler,怒,0,koler,1559
tim,怕,0,tim,1260
teror,怖,0,teror,5493
kompat,怜,0,kompat,2516
pens,思,0,pens,1194
urĝ,急,0,urĝ,3358
ec,性,0,ec,221
monstr,怪,0,monstr,4370
timid,怯,0,timid,7107
sum,总,0,sum,2642
terur,恐,0,terur,2649
konstant,恒,0,konstant,2867
pardon,恕,0,pardon,1621
grac,恩,0,grac,6881
spir,息,0,spir,2628
malic,恶,0,malic,5143
irit,恼,0,irit,3951
flustr,悄,0,flustr,5044
pent,悔,0,pent,4301
paradoks,悖,0,paradoks,4628
infest,患,0,infest,6463
plaĉ,悦,0,plaĉ,1710
suspensi,悬,0,suspensi,5981
aflikt,悲,0,aflikt,4519
pati,情,0,pati,3187
mir,惊,0,mir,1168
domaĝ,惜,0,domaĝ,3496
komplez,惠,0,komplez,3828
mizer,惨,0,mizer,3245
rutin,惯,0,rutin,5628
inert,惰,0,inert,6285
opini,想,0,opini,1615
incit,惹,0,incit,5072
des,愈,0,des,3103
ide,意,0,ide,1544
stult,愚,0,stult,3328
sent,感,0,sent,1243
indign,愤,0,indign,5073
vol,愿,0,vol,933
panik,慌,0,panik,4627
prudent,慎,0,prudent,3290
sopir,慕,0,sopir,4075
kronik,慢,0,kronik,5656
konsol,慰,0,konsol,3215
prodig,慷,0,prodig,6615
bedaŭr,憾,0,bedaŭr,1747
pigr,懒,0,pigr,6274
spektakl,戏,0,spektakl,5315
iĝ,成,0,iĝ,191
mi,我,0,mi,652
abstin,戒,0,abstin,4857
aŭ,或,0,aŭ,614
