esperanto,kanji,priority,source_root,source_line
afrodizi,催情,0,afrodizi,5999
hipnot,催眠,0,hipnot,5742
orgojl,傲ᴼ,0,orgojl,4161
statu,像ˢ,0,statu,892
bonz,僧ᴮ,0,bonz,5515
muskardin,僵病,0,muskardin,6850
pediatr,儿医,0,pediatr,7707
kateĉu,儿茶,0,katec^u,6224
megom,兆ᴹ,0,megom,5403
precedenc,先例,0,precedenc,7543
profet,先知,0,profet,5282
diafragm,光圈,0,diafragm,6110
optik,光学,0,optik,5432
aŭreol,光环,0,au^reol,6838
konker,克ᴷ,0,konker,5049
kunikl,兔ᴷ,0,kunikl,3737
lagoftalm,兔眼,0,lagoftalm,6958
ĉia,全a,0,ĉia,22
ĉie,全e,0,ĉie,23
ĉio,全o,0,ĉio,20
ĉiu,全u,0,ĉiu,21
holo,全ᴴ,0,holo,4204
komplet,全ᴷ,0,komplet,4203
ĉies,全之,0,ĉies,26
ĉial,全因,0,ĉial,27
ĉiam,全时,0,ĉiam,24
ĉiel,全样,0,ĉiel,28
ĉiom,全量,0,ĉiom,25
oktant,八分,0,oktant,7161
oktav,八度,0,oktav,6416
aŭgust,八月,0,aŭgust,281
just,公ᴶ,0,just,1758
duk,公爵,0,duk,5965
aksiom,公理,0,aksiom,7064
notari,公证,0,notari,6171
hektar,公顷,0,hektar,5185
heks,六ᴴ,0,heks,144
juni,六月,0,juni,600
heksagon,六角,0,heksagon,7340
respublik,共和,0,respublik,4045
mezomer,共振,0,mezomer,6765
simbioz,共生,0,simbioz,6093
resonanc,共鸣,0,resonanc,7572
dogan,关ᴰ,0,dogan,2996
ator,具ᴬ,0,ator,189
konkret,具ᴷ,0,konkret,188
mebl,具ᴹ,0,mebl,187
enciklopedi,典ᴱ,0,enciklopedi,3526
bred,养ᴮ,0,bred,3262
trofi,养ᵀ,0,trofi,3264
vart,养ⱽ,0,vart,3263
pensi,养老,0,pensi,4731
serval,兽ˢ,0,serval,1373
animal,兽ᴬ,0,animal,1335
ding,兽ᴰ,0,ding,1343
ekv,兽ᴱ,0,ekv,1340
gaŭr,兽ᴳ,0,gau^r,1344
hin,兽ᴴ,0,hin,1341
izatis,兽ᴵ,0,izatis,1365
kiang,兽ᴷ,0,kiang,1354
lutr,兽ᴸ,0,lutr,1337
mirmekofag,兽ᴹ,0,mirmekofag,1339
nazu,兽ᴺ,0,nazu,1346
otari,兽ᴼ,0,otari,1338
pudu,兽ᴾ,0,pudu,1347
teri,兽ᵀ,0,teri,1342
unaŭ,兽ᵁ,0,unau^,1348
civetikt,兽ᶜ,0,civetikt,1386
focen,兽ᶠ,0,focen,1353
zo,兽ᶻ,0,zo,1334
viver,兽ⱽ,0,viver,1351
veterinar,兽医,0,veterinar,6957
faŭn,兽相,0,fau^n,7065
intern,内ᴵ,0,intern,112
introvertit,内向,0,introvertit,7224
pale,内壳,0,pale,5633
introspekt,内省,0,introspekt,6488
konkub,内缘,0,konkub,6331
album,册ᴬ,0,album,2852
broŝur,册ᴮ,0,broŝur,2854
ekzempler,册ᴱ,0,ekzempler,2855
prospekt,册ᴾ,0,prospekt,2856
volum,册ⱽ,0,volum,2853
bis,再ᴮ,0,bis,269
adiaŭ,再见,0,adiaŭ,688
militar,军ᴹ,0,militar,3084
korpus,军团,0,korpus,5762
serĝent,军士,0,serg^ent,7037
oficir,军官,0,oficir,5266
kep,军帽,0,kep,7227
furier,军需,0,furier,7290
kolĥoz,农社,0,kolh^oz,6954
pesticid,农药,0,pesticid,6444
mitr,冠ᴹ,0,mitr,4188
egret,冠羽,0,egret,7169
kraks,冠鸡,0,kraks,7683
ileks,冬青,0,ileks,7193
glaĉer,冰川,0,glac^er,6360
spurt,冲ˢ,0,spurt,4444
elan,冲ᴱ,0,elan,4443
konflikt,冲ᴷ,0,konflikt,4442
ŝtanc,冲压,0,s^tanc,6656
surf,冲浪,0,surf,6610
rezoluci,决ᴿ,0,rezoluci,1674
duel,决斗,0,duel,5848
sena,决明,0,sena,7102
cirkonstanc,况ᶜ,0,cirkonstanc,3554
metalurgi,冶金,0,metalurgi,5259
algid,冷ᴬ,0,algid,4023
frid,冷ᶠ,0,frid,4022
cinik,冷笑,0,cinik,6325
akurat,准ᴬ,0,akurat,2958
adjudant,准尉,0,adjudant,7515
kolimat,准直,0,kolimat,6965
subtrah,减ˢ,0,subtrah,694
diskont,减ᴰ,0,diskont,695
redukt,减ᴿ,0,redukt,693
mejoz,减分,0,mejoz,6980
napalm,凝油,0,napalm,6513
tof,凝灰,0,tof,7191
ĝel,凝胶,0,g^el,7097
bos,凸ᴮ,0,bos,5174
galb,凸ᴳ,0,galb,5175
konveks,凸ᴷ,0,konveks,5172
protrud,凸ᴾ,0,protrud,5176
tenon,凸ᵀ,0,tenon,5173
ekzoftalmi,凸眼,0,ekzoftalmi,7450
kam,凸轮,0,kam,6783
hemoragi,出血,0,hemoragi,5797
nokaŭt,击倒,0,nokau^t,7357
skerm,击剑,0,skerm,5803
divid,分ᴰ,0,divid,199
ekvinoks,分ᴱ,0,ekvinoks,204
groŝ,分ᴳ,0,gros^,203
minut,分ᴹ,0,minut,200
frakci,分ᶠ,0,frakci,201
defil,分列,0,defil,6191
frakt,分形,0,frakt,7532
ŝunt,分流,0,s^unt,6339
tetrark,分王,0,tetrark,7674
taksonom,分类,0,taksonom,7709
skizoid,分裂,0,skizoid,6933
katabol,分解,0,katabol,7473
particip,分词,0,particip,6272
dierez,分音,0,dierez,6859
sekc,切ˢ,0,sekc,1651
amput,切ᴬ,0,amput,1652
inciz,切ᴵ,0,inciz,1654
sinkop,切分,0,sinkop,7214
linĉ,刑ᴸ,0,linc^,5669
strek,划ˢ,0,strek,2705
haĉ,划ᴴ,0,hac^,2708
rem,划ᴿ,0,rem,2704
seri,列ˢ,0,seri,3020
procesi,列ᴾ,0,procesi,3021
invent,创ᴵ,0,invent,2526
traŭmat,创ᵀ,0,trau^mat,2528
novic,初ᴺ,0,novic,6251
rudiment,初ᴿ,0,rudiment,6252
kalend,初一,0,kalend,6391
kolostr,初乳,0,kolostr,7725
kondamn,判ᴷ,0,kondamn,2505
verdikt,判ⱽ,0,verdikt,2506
interez,利ᴵ,0,interez,3158
profit,利ᴾ,0,profit,3157
rugin,刮ᴿ,0,rugin,3617
kuret,刮匙,0,kuret,6395
uniform,制服,0,uniform,4833
sankci,制裁,0,sankci,6651
tan,制革,0,tan,5817
strigl,刷ˢ,0,strigl,3568
bil,券ᴮ,0,bil,5135
spron,刺ˢ,0,spron,2936
dorn,刺ᴰ,0,dorn,2935
lancin,刺ᴸ,0,lancin,2938
bajonet,刺刀,0,bajonet,6313
notakant,刺背,0,notakant,7271
knid,刺胞,0,knid,6823
kard,刺草,0,kard,5438
gasteroste,刺鱼,0,gasteroste,6700
gravur,刻ᴳ,0,gravur,1830
noĉ,刻ᴺ,0,noc^,1829
facet,刻面,0,facet,6560
barbir,剃ᴮ,0,barbir,3770
tonsur,剃ᵀ,0,tonsur,3771
pre,前ᴾ,0,pre,121
front,前ᶠ,0,front,118
avangard,前卫,0,avangard,6730
prelud,前奏,0,prelud,7448
premis,前提,0,premis,6368
spad,剑ˢ,0,spad,5047
skeĉ,剧ˢ,0,skeĉ,3462
dram,剧ᴰ,0,dram,3460
komedi,剧ᴷ,0,komedi,3461
fars,剧ᶠ,0,fars,3463
dramaturg,剧作,0,dramaturg,7705
stuc,剪ˢ,0,stuc,2651
siluet,剪影,0,siluet,7418
duplikat,副本,0,duplikat,6940
vikari,副祭,0,vikari,7081
cirkumcid,割礼,0,cirkumcid,6743
dinamik,力ᴰ,0,dinamik,3282
pitiat,劝愈,0,pitiat,7533
entrepren,办ᴱ,0,entrepren,1669
proced,办ᴾ,0,proced,1670
kancelari,办公,0,kancelari,5903
adici,加ᴬ,0,adici,699
kolazion,加餐,0,kolazion,7536
obligaci,务ᴼ,0,obligaci,1640
task,务ᵀ,0,task,1639
aŭtomat,动ᴬ,0,aŭtomat,830
kinet,动ᴷ,0,kinet,831
verb,动ⱽ,0,verb,829
adjunkt,助ᴬ,0,adjunkt,756
stipendi,助学,0,stipendi,6604
diakon,助祭,0,diakon,6011
snob,势利,0,snob,6353
brav,勇ᴮ,0,brav,1151
string,勒ˢ,0,string,4998
kvest,募ᴷ,0,kvest,4505
asidu,勤ᴬ,0,asidu,3111
bulk,包ᴮ,0,bulk,2571
tek,包ᵀ,0,tek,2573
prepuci,包皮,0,prepuci,6426
hidatid,包虫,0,hidatid,7044
kemi,化学,0,kemi,3822
fosili,化石,0,fosili,6048
avatar,化身,0,avatar,7715
distrikt,区ᴰ,0,distrikt,2594
kvartal,区ᴷ,0,kvartal,2593
hospital,医ᴴ,0,hospital,2540
medicin,医ᴹ,0,medicin,2539
dodeka,十二,0,dodeka,6338
miliard,十亿,0,miliard,4246
kruc,十字,0,kruc,2529
oktobr,十月,0,oktobr,282
kilometr,千ᴷ,0,kilometr,136
mileni,千年,0,mileni,6939
dies,升ᴰ,0,dies,3230
his,升ᴴ,0,his,3228
promoci,升ᴾ,0,promoci,3229
aĝi,升水,0,ag^i,7611
siest,午睡,0,siest,7653
semi,半ˢ,0,semi,5481
radius,半径,0,radius,6337
hemisfer,半球,0,hemisfer,6874
trivial,卑ᵀ,0,trivial,249
apopleksi,卒中,0,apopleksi,7370
singular,单ˢ,0,singular,1103
fraŭl,单ᶠ,0,fraŭl,1102
unit,单位,0,unit,5719
rek,单杠,0,rek,7278
ocel,单眼,0,ocel,7265
antarkt,南ᴬ,0,antarkt,3050
erudici,博ᴱ,0,erudici,2772
aŭgur,占ᴬ,0,au^gur,1184
slip,卡ˢ,0,slip,7703
astaten,卤ᴬ,0,astaten,6117
brom,卤ᴮ,0,brom,6116
sanitar,卫ˢ,0,sanitar,5061
higien,卫ᴴ,0,higien,5060
mortez,卯眼,0,mortez,6069
stamp,印ˢ,0,stamp,2962
impres,印ᴵ,0,impres,2964
mime,印ᴹ,0,mime,2965
impresion,印象,0,impresion,7386
kriz,危ᴷ,0,kriz,1936
ekstemporal,即ᴱ,0,ekstemporal,686
improviz,即兴,0,improviz,5872
kojon,卵ᴷ,0,kojon,2569
ovari,卵巢,0,ovari,5880
salping,卵管,0,salping,6352
bukl,卷ᴮ,0,bukl,1771
rul,卷ᴿ,0,rul,1769
cirus,卷ᶜ,0,cirus,1772
friz,卷ᶠ,0,friz,1770
ĉir,卷须,0,c^ir,7049
uzin,厂ᵁ,0,uzin,3416
salon,厅ˢ,0,salon,3451
atri,厅ᴬ,0,atri,3452
almanak,历书,0,almanak,7347
katiz,压ᴷ,0,katiz,1212
markot,压ᴹ,0,markot,1213
tensi,压ᵀ,0,tensi,1211
kalandr,压光,0,kalandr,6068
stres,压力,0,stres,5962
balast,压舱,0,balast,6222
gofr,压花,0,gofr,7000
manometr,压计,0,manometr,7148
abomen,厌ᴬ,0,abomen,3668
mizantrop,厌人,0,mizantrop,7233
mizogin,厌女,0,mizogin,6782
klozet,厕ᴷ,0,klozet,7343
krasul,厚叶,0,krasul,7566
original,原ᴼ,0,original,261
protozo,原兽,0,protozo,6659
primordi,原基,0,primordi,7170
prokariot,原核,0,prokariot,6658
naft,原油,0,naft,6221
ur,原牛,0,ur,6584
kastr,去势,0,kastr,6349
referenc,参ᴿ,0,referenc,4656
bifid,叉ᴮ,0,bifid,2800
dikotom,叉ᴰ,0,dikotom,2801
harpun,叉ᴴ,0,harpun,2799
dual,双ᴰ,0,dual,277
ĝemel,双胎,0,ĝemel,5045
baktri,双驼,0,baktri,7252
ironi,反ᴵ,0,ironi,272
kontra,反ᴷ,0,kontra,273
opon,反ᴼ,0,opon,271
reflekt,反射,0,reflekt,5296
reakci,反应,0,reakci,5295
regurgit,反流,0,regurgit,7022
diamagnet,反磁,0,diamagnet,6581
emisi,发ᴱ,0,emisi,4595
oestr,发情,0,oestr,7413
servir,发球,0,servir,6314
dinam,发电,0,dinam,5536
puber,发育,0,puber,6702
artikulaci,发音,0,artikulaci,6664
akcept,受ᴬ,0,akcept,1325
kalvari,受难,0,kalvari,6237
krement,变ᴷ,0,krement,1241
transmutaci,变ᵀ,0,transmutaci,1240
vari,变ⱽ,0,vari,1239
konjugaci,变位,0,konjugaci,7463
anamorfoz,变形,0,anamorfoz,6927
zom,变焦,0,zom,6032
apostat,叛ᴬ,0,apostat,3861
insurekci,叛ᴵ,0,insurekci,3862
perfid,叛ᴾ,0,perfid,3859
stomat,口ˢ,0,stomat,1080
luk,口ᴸ,0,luk,1078
faŭk,口ᶠ,0,faŭk,1079
bav,口水,0,bav,7348
palat,口顶,0,palat,5146
muzel,口鼻,0,muzel,5262
paleo,古ᴾ,0,paleo,4155
paleozoik,古生,0,paleozoik,7329
propozici,句ᴾ,0,propozici,3523
vers,句ⱽ,0,vers,3522
sintaks,句法,0,sintaks,5723
stand,台ˢ,0,stand,4644
bufed,台ᴮ,0,bufed,4643
konzol,台ᴷ,0,konzol,4645
teras,台ᵀ,0,teras,4641
bilard,台球,0,bilard,5800
anal,史ᴬ,0,anal,1540
epope,史诗,0,epope,6853
tribord,右边,0,tribord,6107
lob,叶ᴸ,0,lob,1957
petiol,叶柄,0,petiol,7666
klorofil,叶绿,0,klorofil,5998
signal,号ˢ,0,signal,2556
fanfar,号角,0,fanfar,7338
sintez,合ˢ,0,sintez,4449
ĥor,合唱,0,ĥor,5066
zigot,合子,0,zigot,6780
anabol,合成,0,anabol,6242
aloj,合金,0,aloj,6989
suspensori,吊带,0,suspensori,7109
ĵartel,吊袜,0,j^artel,6948
asimil,同ᴬ,0,asimil,896
homo,同ᴴ,0,homo,894
ident,同ᴵ,0,ident,895
unison,同ᵁ,0,unison,897
homotop,同伦,0,homotop,7247
gej,同性,0,gej,7558
simultan,同时,0,simultan,6943
komplic,同谋,0,komplic,7432
substantiv,名ˢ,0,substantiv,844
onim,名ᴼ,0,onim,845
fam,名ᶠ,0,fam,843
aposterior,后ᴬ,0,aposterior,69
arier,后卫,0,arier,6951
absid,后殿,0,absid,7540
metazo,后生,0,metazo,7205
okcipit,后脑,0,okcipit,7128
sput,吐ˢ,0,sput,4852
kraĉ,吐ᴷ,0,kraĉ,4851
ipek,吐根,0,ipek,6650
centripet,向心,0,centripet,6208
sinklinal,向斜,0,sinklinal,7277
monark,君主,0,monark,6253
faĝ,吞ᶠ,0,fag^,4010
veto,否ⱽ,0,veto,4615
pastel,含片,0,pastel,7664
mimoz,含羞,0,mimoz,7303
revelaci,启ᴿ,0,revelaci,5089
absorb,吸ᴬ,0,absorb,4802
inhal,吸ᴵ,0,inhal,4801
anastomoz,吻合,0,anastomoz,6688
ror,吼ᴿ,0,ror,5261
aviz,告ᴬ,0,aviz,2845
herold,告ᴴ,0,herold,2844
an,员ᴬ,0,an,158
komiz,员ᴷ,0,komiz,159
periferi,周边,0,periferi,6326
fatal,命ᶠ,0,fatal,3620
vital,命ⱽ,0,vital,3621
nomenklatur,命名,0,nomenklatur,7710
akord,和ᴬ,0,akord,641
kaj,和ᴷ,0,kaj,640
konkord,和合,0,konkord,5228
kimon,和服,0,kimon,6770
psalm,咏ᴾ,0,psalm,5929
envult,咒ᴱ,0,envult,7054
kver,咕ᴷ,0,kver,3255
lisp,咬舌,0,lisp,6848
psok,咬虫,0,psok,7038
trogon,咬鹃,0,trogon,6963
ekspektor,咳痰,0,ekspektor,7642
angin,咽炎,0,angin,6885
lament,哀ᴸ,0,lament,4440
ve,哀ⱽ,0,ve,4439
sortiment,品类,0,sortiment,6660
ranc,哈喇,0,ranc,6590
bac,响ᴮ,0,bac,2702
klak,响ᴷ,0,klak,2700
laŭt,响ᴸ,0,laŭt,2701
pantomim,哑剧,0,pantomim,7287
halter,哑铃,0,halter,6000
grunt,哼ᴳ,0,grunt,4057
solfeĝ,唱名,0,solfeg^,6835
peg,啄木,0,peg,6111
negoc,商ᴺ,0,negoc,1563
firma,商ᶠ,0,firma,1562
karak,商舶,0,karak,7468
rasl,啰音,0,rasl,7235
kokerik,啼ᴷ,0,kokerik,6842
laring,喉ᴸ,0,laring,3693
stertor,喘ˢ,0,stertor,6741
jubil,喜ᴶ,0,jubil,746
erupci,喷ᴱ,0,erupci,4400
jet,喷ᴶ,0,jet,4398
tern,喷ᵀ,0,tern,4399
fontan,喷泉,0,fontan,5160
metafor,喻ᴹ,0,metafor,5409
snuf,嗅ˢ,0,snuf,3994
olfakt,嗅ᴼ,0,olfakt,3995
letargi,嗜睡,0,letargi,6877
sibl,嘶ˢ,0,sibl,6294
aparat,器ᴬ,0,aparat,216
instrument,器ᴵ,0,instrument,217
organ,器ᴼ,0,organ,214
vaz,器ⱽ,0,vaz,215
kakofoni,噪ᴷ,0,kakofoni,1799
ulul,嚎ᵁ,0,ulul,6521
ask,囊ᴬ,0,ask,5351
burs,囊ᴮ,0,burs,5352
kapsul,囊ᴷ,0,kapsul,5349
folikl,囊ᶠ,0,folikl,5350
divertikul,囊室,0,divertikul,7339
kist,囊肿,0,kist,6502
april,四月,0,april,280
kvartet,四重,0,kvartet,7206
askarid,回虫,0,askarid,6661
eti,因ᴱ,0,eti,74
kaŭz,因ᴷ,0,kaŭz,72
pro,因ᴾ,0,pro,71
faktor,因ᶠ,0,faktor,73
solidar,团ˢ,0,solidar,1690
agreg,团ᴬ,0,agreg,1692
bul,团ᴮ,0,bul,1688
konglomer,团ᴷ,0,konglomer,1695
mas,团ᴹ,0,mas,1687
regiment,团ᴿ,0,regiment,1691
trup,团ᵀ,0,trup,1689
akapar,囤ᴬ,0,akapar,6132
park,园ᴾ,0,park,1522
hortikultur,园艺,0,hortikultur,6787
sieĝ,围ˢ,0,sieg^,85
peri,围ᴾ,0,peri,84
batu,围猎,0,batu,6448
sterol,固醇,0,sterol,5675
regn,国ᴿ,0,regn,796
fisk,国库,0,fisk,5921
skem,图ˢ,0,skem,3422
grafik,图ᴳ,0,grafik,3423
ilustr,图ᴵ,0,ilustr,3421
cirkl,圆ᶜ,0,cirkl,1871
ŝtip,圆木,0,ŝtip,5325
cilindr,圆柱,0,cilindr,5488
vals,圆舞,0,vals,6719
strongil,圆虫,0,strongil,6992
panikl,圆锥,0,panikl,7602
kupol,圆顶,0,kupol,7576
cirk,圈ᶜ,0,cirk,5443
sabat,土ˢ,0,sabat,591
indiĝen,土著,0,indig^en,5925
kaki,土黄,0,kaki,7401
hagi,圣ᴴ,0,hagi,3004
kanoniz,圣ᴷ,0,kanoniz,3003
ikon,圣像,0,ikon,5550
anglikan,圣公,0,anglikan,6705
sakristi,圣器,0,sakristi,7374
sakrament,圣礼,0,sakrament,6843
suna,圣行,0,suna,6710
jul,圣诞,0,jul,6226
komuni,圣餐,0,komuni,6316
hosti,圣饼,0,hosti,6218
geo,地ᴳ,0,geo,911
junkr,地主,0,junkr,6950
endemi,地方,0,endemi,5881
katastr,地籍,0,katastr,6474
liken,地衣,0,liken,7130
metro,地铁,0,metro,6427
talp,地鼠,0,talp,6090
agor,场ᴬ,0,agor,3278
plac,场ᴾ,0,plac,3277
gangren,坏死,0,gangren,5992
skorbut,坏血,0,skorbut,6152
koordinat,坐标,0,koordinat,5703
iskiat,坐神,0,iskiat,6981
iski,坐骨,0,iski,6628
grumel,块ᴳ,0,grumel,3513
parcel,块ᴾ,0,parcel,3512
insist,坚ᴵ,0,insist,2793
persist,坚ᴾ,0,persist,2794
avel,坚果,0,avel,6205
altar,坛ᴬ,0,altar,4363
eskarp,坡ᴱ,0,eskarp,3656
talus,坡ᵀ,0,talus,3655
apik,垂ᴬ,0,apik,6630
hipofiz,垂体,0,hipofiz,6563
agoni,垂死,0,agoni,7069
spam,垃圾,0,spam,7469
trust,垄断,0,trust,6057
muld,型ᴹ,0,muld,3468
krenel,垛ᴷ,0,krenel,6071
matrac,垫ᴹ,0,matrac,3748
kreml,城堡,0,kreml,7668
fundament,基ᶠ,0,fundament,3381
fondus,基金,0,fondus,5957
parok,堂区,0,parok,5726
kompoŝt,堆肥,0,kompos^t,6672
burg,堡ᴮ,0,burg,7080
obtur,堵ᴼ,0,obtur,3327
modl,塑ᴹ,0,modl,4747
plosiv,塞ᴾ,0,plosiv,3830
stup,填ˢ,0,stup,5559
kalfatr,填ᴷ,0,kalfatr,5561
rembur,填ᴿ,0,rembur,5558
farĉ,填ᶠ,0,farc^,5560
eko,境ᴱ,0,eko,4605
kript,墓窖,0,kript,5934
koopt,增补,0,koopt,6973
tuĉ,墨ᵀ,0,tuc^,2415
sepi,墨鱼,0,sepi,7478
pariet,壁ᴾ,0,pariet,1175
niĉ,壁凹,0,nic^,6431
tapet,壁纸,0,tapet,5332
lacert,壁虎,0,lacert,5234
licenci,士ᴸ,0,licenci,5500
fonograf,声ᶠ,0,fonograf,1256
voĉ,声ⱽ,0,voĉ,1255
glot,声门,0,glot,6278
hul,壳ᴴ,0,hul,4065
krust,壳ᴷ,0,krust,4063
kruĉ,壶ᴷ,0,kruĉ,3596
dispon,处ᴰ,0,dispon,811
ekip,备ᴱ,0,ekip,1625
anafor,复ᴬ,0,anafor,2609
iteraci,复ᴵ,0,iteraci,2607
kopi,复ᴷ,0,kopi,2602
paŭs,复ᴾ,0,pau^s,2605
faksimil,复ᶠ,0,faksimil,2608
renesanc,复兴,0,renesanc,6456
plural,复数,0,plural,5280
resurekt,复活,0,resurekt,7146
ekster,外ᴱ,0,ekster,87
heterodin,外差,0,heterodin,7158
ekstrapol,外推,0,ekstrapol,7068
kirurg,外科,0,kirurg,5108
vulv,外阴,0,vulv,5834
poli,多ᴾ,0,poli,835
kibic,多嘴,0,kibic,7490
diurez,多尿,0,diurez,5645
pleokro,多色,0,pleokro,6725
pletor,多血,0,pletor,6931
poligon,多角,0,poligon,6988
najtingal,夜莺,0,najtingal,5263
kaprimulg,夜鹰,0,kaprimulg,7071
majuskl,大ᴹ,0,majuskl,748
sizigi,大潮,0,sizigi,7106
fagot,大管,0,fagot,7609
palt,大衣,0,palt,4721
soj,大豆,0,soj,5563
rabarb,大黄,0,rabarb,6602
astronomi,天ᴬ,0,astronomi,4163
anĝel,天使,0,anĝel,3891
aspart,天冬,0,aspart,7606
nandin,天竹,0,nandin,7461
sfing,天蛾,0,sfing,6858
zenit,天顶,0,zenit,7176
cign,天鹅,0,cign,4559
desapont,失望,0,desapont,7282
afazi,失语,0,afazi,7173
aleksi,失读,0,aleksi,6987
staŭl,失速,0,stau^l,6873
pru,头ᴾ,0,pru,768
cefal,头ᶜ,0,cefal,767
turban,头巾,0,turban,7118
cefalaspid,头甲,0,cefalaspid,6452
tini,头癣,0,tini,7542
skalp,头皮,0,skalp,7504
aliteraci,头韵,0,aliteraci,7659
bombast,夸ᴮ,0,bombast,3985
sandviĉ,夹ˢ,0,sandviĉ,4479
ĉuk,夹头,0,c^uk,7364
splint,夹板,0,splint,7279
bizar,奇ᴮ,0,bizar,3042
kurioz,奇ᴷ,0,kurioz,3040
mirakl,奇ᴹ,0,mirakl,3041
stereotip,套ˢ,0,stereotip,5196
ensembl,套ᴱ,0,ensembl,5195
gain,套ᴳ,0,gain,5194
laz,套ᴸ,0,laz,5193
muf,套ᴹ,0,muf,5192
vaginal,套ⱽ,0,vaginal,5197
galoŝ,套鞋,0,galoŝ,5168
ginek,女ᴳ,0,ginek,238
nj,女ᴺ,0,nj,236
feminism,女ᶠ,0,feminism,235
kontralt,女低,0,kontralt,7548
ligustr,女贞,0,ligustr,7381
puding,奶冻,0,puding,7100
stukaĉ,奸ˢ,0,stukac^,5680
adult,奸ᴬ,0,adult,5679
diletant,好ᴰ,0,diletant,4375
hobi,好ᴴ,0,hobi,4374
kosmetik,妆ᴷ,0,kosmetik,3640
meretric,妓ᴹ,0,meretric,5644
bordel,妓院,0,bordel,6544
fe,妖精,0,fe,5153
kompromis,妥协,0,kompromis,7355
komenc,始ᴷ,0,komenc,275
komisi,委ᴷ,0,komisi,3717
mandat,委ᴹ,0,mandat,3718
poz,姿ᴾ,0,poz,3817
prestiĝ,威望,0,prestig^,7036
nupt,婚ᴺ,0,nupt,3162
medium,媒ᴹ,0,medium,5331
koket,媚ᴷ,0,koket,5113
lake,媚ᴸ,0,lake,5114
dot,嫁妆,0,dot,5025
greft,嫁接,0,greft,5574
atom,子ᴬ,0,atom,197
meridian,子午,0,meridian,6577
kotiledon,子叶,0,kotiledon,5539
orific,孔ᴼ,0,orific,4896
pav,孔雀,0,pav,5271
koncip,孕ᴷ,0,koncip,5055
alfabet,字ᴬ,0,alfabet,2886
grafem,字ᴳ,0,grafem,2890
karaktr,字ᴷ,0,karaktr,2889
uskl,字ᵁ,0,uskl,2887
bajt,字节,0,bajt,6768
depon,存ᴰ,0,depon,1676
konserv,存ᴷ,0,konserv,1677
student,学ˢ,0,student,802
ik,学ᴵ,0,ik,805
nomi,学ᴺ,0,nomi,801
universitat,学ᵁ,0,universitat,804
bakalaŭr,学士,0,bakalau^r,7487
log,学家,0,log,178
prefer,宁ᴾ,0,prefer,2581
univers,宇ᵁ,0,univers,4499
neŭrolept,安神,0,neu^rolept,6645
makro,宏ᴹ,0,makro,5052
koncili,宗会,0,koncili,7517
sinod,宗议,0,sinod,7621
burokrat,官ᴮ,0,burokrat,3428
magistrat,官ᴹ,0,magistrat,3429
tribunus,官ᵀ,0,tribunus,3431
difin,定ᴰ,0,difin,1681
teorem,定理,0,teorem,7549
trezor,宝ᵀ,0,trezor,4037
cipre,宝贝,0,cipre,7032
efektiv,实ᴱ,0,efektiv,1943
pragmat,实ᴾ,0,pragmat,1944
staĝ,实习,0,stag^,7409
asiz,审ᴬ,0,asiz,4777
cenzur,审ᶜ,0,cenzur,4779
inkvizici,审判,0,inkvizici,6432
klient,客ᴷ,0,klient,2806
objektiv,客ᴼ,0,objektiv,2808
pasaĝer,客ᴾ,0,pasaĝer,2807
deklar,宣ᴰ,0,deklar,2721
proklam,宣ᴾ,0,proklam,2722
reklam,宣ᴿ,0,reklam,2720
studi,室ˢ,0,studi,716
kamer,室ᴷ,0,kamer,715
lokal,室ᴸ,0,lokal,717
ependim,室膜,0,ependim,7152
ĝendarm,宪兵,0,ĝendarm,5170
uter,宫ᵁ,0,uter,4300
palatin,宫伯,0,palatin,7377
atenc,害ᴬ,0,atenc,5607
banked,宴ᴮ,0,banked,3989
hejm,家ᴴ,0,hejm,242
famili,家ᶠ,0,famili,243
kapacit,容ᴷ,0,kapacit,2901
konsign,寄ᴷ,0,konsign,6828
parazit,寄生,0,parazit,5604
kompakt,密ᴷ,0,kompakt,2769
oz,富ᴼ,0,oz,882
eŭtrof,富养,0,eu^trof,6986
fabl,寓ᶠ,0,fabl,3894
oligo,寡ᴼ,0,oligo,4133
jes,对ᴶ,0,jes,60
opozici,对ᴼ,0,opozici,61
logaritm,对数,0,logaritm,5541
konvekt,对流,0,konvekt,7179
konfront,对质,0,konfront,6983
klaft,寻ᴷ,0,klaft,1249
direktor,导ᴰ,0,direktor,1567
konduk,导ᴷ,0,konduk,1566
mentor,导师,0,mentor,6709
misil,导弹,0,misil,6587
reĝisor,导演,0,reg^isor,6033
apanaĝ,封ᴬ,0,apanag^,2519
defens,封ᴰ,0,defens,2522
hermetik,封ᴴ,0,hermetik,2520
tenur,封ᵀ,0,tenur,2521
feŭd,封ᶠ,0,feu^d,2518
aktin,射ᴬ,0,aktin,2590
ejakul,射ᴱ,0,ejakul,2588
incid,射ᴵ,0,incid,2586
jekci,射ᴶ,0,jekci,2591
katapult,射ᴷ,0,katapult,2589
radi,射ᴿ,0,radi,2584
baldaŭ,将ᴮ,0,baldaŭ,617
general,将ᴳ,0,general,618
dign,尊ᴰ,0,dign,1953
minuskl,小ᴹ,0,minuskl,180
trumpet,小号,0,trumpet,5337
cerebel,小脑,0,cerebel,7360
uvul,小舌,0,uvul,7455
roman,小说,0,roman,3552
trot,小跑,0,trot,5856
minoritat,少数,0,minoritat,7047
